cp_category,cp_model,group_key,art_print,pp,product_id,rank,image_url
Силиконовые чехлы,Asus ROG Phone 6,A:502483,R502483,ПП1,801106140,93,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R5024831.webp
Силиконовые чехлы,Asus ROG Phone 6,H:4084e0183be82c4e13d771737a642186,V103635,ПП1,431794649,73,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V103635.webp
Силиконовые чехлы,Asus ROG Phone 6,H:52729ba8a6be9a26e57f5e4c19431001,V102207,ПП1,734828755,9,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V102207.webp
Силиконовые чехлы,Asus ROG Phone 6,H:6c084e38c3dcc20924414a633ce123e6,V102752,ПП1,366615940,45,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V102752.webp
Силиконовые чехлы,Asus ROG Phone 6,H:6ebfd1f4ccbb7a0ef856cd956502bc76,R100687,ПП1,734691926,28,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R100687.webp
Силиконовые чехлы,Asus ROG Phone 6,H:728c489a8b6da1482e9dfcc03431204d,R103071,ПП1,366615923,61,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103071.webp
Силиконовые чехлы,Asus ROG Phone 6,H:7f80108e9e1ce211c4c150478c7f5195,R103526,ПП1,366609997,60,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103526.webp
Силиконовые чехлы,Asus ROG Phone 6,H:91ad49bc017ba585cc5c417f321085fc,C405,ПП1,465858626,41,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/S568.webp
Силиконовые чехлы,Asus ROG Phone 6,H:eebe2749436a6db2e157fc9ca0264544,V102459,ПП1,431787053,46,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V102459.webp
Силиконовые чехлы,Asus ROG Phone 8,A:500571,C500571,ПП1,593364609,31,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/Y500571.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:2a94a79d27426b905803eef0bc7039b5,V104182,ПП1,404028860,38,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V104182.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:39d91b9c488a8495f722589d720a739f,V103417,ПП1,376483594,30,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V103417.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:54c9ec4cc6d6559ab8f14da4d8c7126e,R100560,ПП1,1215767116,62,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R100560.webp
Силиконовые чехлы,Asus ROG Phone 8,H:574b1fef37e02e4fd4efd55a1a31d89c,V104297,ПП1,424989582,20,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V104297.webp
Силиконовые чехлы,Asus ROG Phone 8,H:6ebfd1f4ccbb7a0ef856cd956502bc76,R100687,ПП1,734416735,28,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R100687.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:742f93193c764ddc478efbfd5d7875cf,V104946,ПП1,1181945914,15,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V104946.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:8d6bd18ed4bc89a5831466bc8b7f5852,R60910,ПП1,1215566171,35,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R60910.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:98d509c76667bc318d3f9775971591ce,R101364,ПП1,1215758131,3,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R101364.webp
Матовые цветные чехлы для печати,Asus ROG Phone 8,H:b2c0b90932c897bc6da9eebebfbe9ca6,R102607,ПП1,1181945576,16,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R102607.webp
Силиконовые чехлы,Asus ROG Phone 8,H:ba73a4b61165bfa8806084224c7d3b39,V103980,ПП1,388979731,29,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V103980.webp
Силиконовые чехлы,Asus ROG Phone 9,H:6c084e38c3dcc20924414a633ce123e6,V102752,ПП1,387808727,45,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V102752.webp
Силиконовые чехлы,Asus ROG Phone 9,H:6ebfd1f4ccbb7a0ef856cd956502bc76,R100687,ПП1,734835041,28,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R100687.webp
Силиконовые чехлы,Asus ROG Phone 9,H:728c489a8b6da1482e9dfcc03431204d,R103071,ПП1,387808735,61,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103071.webp
Силиконовые чехлы,Asus ROG Phone 9,H:7c93868483ede0a1134d8152060eae17,V102171,ПП1,387808718,48,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V102171.webp
Силиконовые чехлы,Asus ROG Phone 9,H:7f80108e9e1ce211c4c150478c7f5195,R103526,ПП1,387808387,60,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103526.webp
Силиконовые чехлы,Asus ROG Phone 9,H:908e48a0d6ddf2ff45de8a360a11d181,R103614,ПП1,573807047,100,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103614.webp
Силиконовые чехлы,Asus ROG Phone 9,H:91ad49bc017ba585cc5c417f321085fc,C405,ПП1,465862277,41,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/S568.webp
Силиконовые чехлы,Asus ROG Phone 9,H:a307f47e981fa42fbbfb14d3748f2d25,R103148,ПП1,387808729,83,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103148.webp
Силиконовые чехлы,Asus ROG Phone 9,H:ab9035346e0b9db8e42d5a1151469113,R103052,ПП1,387808073,72,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103052.webp
Силиконовые чехлы,Asus ROG Phone 9,H:c110c559455a61866cbbda458761fea3,C393,ПП1,734532152,86,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/S577.webp
Силиконовые чехлы,Asus ROG Phone 9,H:f86e301e2e7f6595eb12c361bba03e7b,V104144,ПП1,431972458,32,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V104144.webp
Силиконовые чехлы,Asus ZenFone 11 Ultra,H:53de0b3169da13812e0c3ddeeebbffce,R103169,ПП1,388980614,85,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103169.webp
Матовые цветные чехлы для печати,Asus ZenFone 11 Ultra,H:7b0b627ba5638c90fff032d40b19f7c2,R103520,ПП1,642994176,63,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103520.webp
Силиконовые чехлы,Asus ZenFone 11 Ultra,H:8ca11983812225f5d4a829a76c46b765,V16391,ПП1,388980909,56,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V16391.webp
Силиконовые чехлы,Asus ZenFone 11 Ultra,H:908e48a0d6ddf2ff45de8a360a11d181,R103614,ПП1,573806840,100,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R103614.webp
Силиконовые чехлы,Asus ZenFone 9/ZenFone 10,A:502485,R502485,ПП1,801139300,13,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/R5024851.webp
Силиконовые чехлы,Asus ZenFone 9/ZenFone 10,A:503388,V5033881,ПП1,887107326,25,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V5033881.webp
Силиконовые чехлы,Asus ZenFone 9/ZenFone 10,H:26b9a336e66bbdea32d2b5ec4c1d7bb7,V103703,ПП1,734690574,50,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V103703.webp
Силиконовые чехлы,Asus ZenFone 9/ZenFone 10,H:2ef51c1c3f7e24cd5fed914304bb6b79,V104426,ПП1,439075521,82,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V104426.webp
Силиконовые чехлы,Asus ZenFone 9/ZenFone 10,H:3f71b4aa5dc3d4e6d2268d9729eabf1b,V104406,ПП1,444629909,38,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V104406.webp
Силиконовые чехлы,Asus ZenFone 9/ZenFone 10,H:52729ba8a6be9a26e57f5e4c19431001,V102207,ПП1,734744720,9,https://s3.twcstorage.ru/35ffc2ef-1e09-463d-a2c4-c183d5deb59a/prints/pp1/V102207.webp
